t_us,t_s,x_m,y_m,yaw_rad,vx_body_m_s,vy_body_m_s,yaw_rate_rad_s,line_position_m,line_error_m,line_visible,line_confidence,pwm_left,pwm_right,motor_current_left_a,motor_current_right_a,motor_torque_left_nm,motor_torque_right_nm,wheel_force_left_n,wheel_force_right_n,desired_wheel_force_left_n,desired_wheel_force_right_n,slip_left,slip_right,normal_left_n,normal_right_n,battery_voltage_v,sensor_00_adc,sensor_01_adc,sensor_02_adc,sensor_03_adc,sensor_04_adc,sensor_05_adc,sensor_06_adc,sensor_07_adc,sensor_08_adc,sensor_09_adc,sensor_10_adc,sensor_11_adc,sensor_12_adc,sensor_13_adc,sensor_14_adc,sensor_15_adc
9416000,9.416000000,0.188936227,-0.001560794,-0.013399631,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882876,0.001882877,0.000132390,0.000132390,-0.000000002,0.000000002,0.013238975,0.013238980,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9417000,9.417000000,0.188956936,-0.001561072,-0.013399631,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9418000,9.418000000,0.188977644,-0.001561349,-0.013399631,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9419000,9.419000000,0.188998352,-0.001561627,-0.013399631,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9420000,9.420000000,0.189019060,-0.001561904,-0.013399631,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9421000,9.421000000,0.189039768,-0.001562182,-0.013399631,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9422000,9.422000000,0.189060476,-0.001562459,-0.013399631,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9423000,9.423000000,0.189081185,-0.001562737,-0.013399631,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9424000,9.424000000,0.189101893,-0.001563014,-0.013399631,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,-0.000000000,0.013238977,0.013238977,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9425000,9.425000000,0.189122601,-0.001563292,-0.013399631,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,-0.000000000,0.013238977,0.013238977,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9426000,9.426000000,0.189143309,-0.001563569,-0.013399631,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,-0.000000000,0.013238977,0.013238977,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9427000,9.427000000,0.189164017,-0.001563847,-0.013399631,0.020710026,0.000000000,-0.000000000,0.002400000,0.002400000,1,0.187500000,0.224800,0.455200,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,-0.000000000,0.013238977,0.013238977,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,4095,4095,4095,4095,4095,4095,4095
9428000,9.428000000,0.189184689,-0.001564123,-0.013277969,0.020709638,0.000000000,0.146827095,0.000000000,0.000000000,1,0.250000000,0.424000,0.256000,0.074820951,0.082332569,-0.005260848,0.005789009,-0.539323786,0.565661895,-0.526084808,0.578900872,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9429000,9.429000000,0.189205286,-0.001564397,-0.013275903,0.020562538,0.000000000,-0.046185301,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.187057276,0.179525874,0.013152465,-0.012622913,1.045879222,-1.072357177,1.315246472,-1.262291301,0.241831622,0.191832319,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9430000,9.430000000,0.189225994,-0.001564672,-0.013286079,0.020710022,0.000000000,-0.005062018,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.014061139,0.017866565,-0.000988674,0.001256243,-0.112106359,0.112385308,-0.098867381,0.125624286,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9431000,9.431000000,0.189246702,-0.001564947,-0.013287195,0.020710026,0.000000000,-0.000554809,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.000133202,0.003632553,0.000009366,0.000255414,-0.012302404,0.012302412,0.000936574,0.025541389,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9432000,9.432000000,0.189267410,-0.001565222,-0.013287317,0.020710026,0.000000000,-0.000060808,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001691108,0.002074645,0.000118906,0.000145874,-0.001348373,0.001348373,0.011890605,0.014587350,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9433000,9.433000000,0.189288118,-0.001565497,-0.013287330,0.020710026,0.000000000,-0.000006665,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001861859,0.001903895,0.000130912,0.000133868,-0.000147785,0.000147785,0.013091193,0.013386762,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9434000,9.434000000,0.189308827,-0.001565772,-0.013287332,0.020710026,0.000000000,-0.000000730,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001880573,0.001885180,0.000132228,0.000132552,-0.000016198,0.000016198,0.013222780,0.013255175,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9435000,9.435000000,0.189329535,-0.001566048,-0.013287332,0.020710026,0.000000000,-0.000000080,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882624,0.001883129,0.000132372,0.000132408,-0.000001775,0.000001775,0.013237202,0.013240753,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9436000,9.436000000,0.189350243,-0.001566323,-0.013287332,0.020710026,0.000000000,-0.000000009,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882849,0.001882904,0.000132388,0.000132392,-0.000000195,0.000000195,0.013238783,0.013239172,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9437000,9.437000000,0.189370951,-0.001566598,-0.013287332,0.020710026,0.000000000,-0.000000001,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882874,0.001882880,0.000132390,0.000132390,-0.000000021,0.000000021,0.013238956,0.013238999,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9438000,9.438000000,0.189391659,-0.001566873,-0.013287332,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882876,0.001882877,0.000132390,0.000132390,-0.000000002,0.000000002,0.013238975,0.013238980,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9439000,9.439000000,0.189412368,-0.001567148,-0.013287332,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9440000,9.440000000,0.189433076,-0.001567423,-0.013287332,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9441000,9.441000000,0.189453784,-0.001567699,-0.013287332,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9442000,9.442000000,0.189474492,-0.001567974,-0.013287332,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9443000,9.443000000,0.189495200,-0.001568249,-0.013287332,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9444000,9.444000000,0.189515909,-0.001568524,-0.013287332,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9445000,9.445000000,0.189536617,-0.001568799,-0.013287332,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9446000,9.446000000,0.189557325,-0.001569074,-0.013287332,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,-0.000000000,0.013238977,0.013238977,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9447000,9.447000000,0.189578033,-0.001569350,-0.013287332,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,-0.000000000,0.013238977,0.013238977,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9448000,9.448000000,0.189598741,-0.001569625,-0.013287332,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,-0.000000000,0.013238977,0.013238977,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9449000,9.449000000,0.189619450,-0.001569900,-0.013287332,0.020710026,0.000000000,-0.000000000,0.002400000,0.002400000,1,0.187500000,0.224800,0.455200,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,-0.000000000,0.013238977,0.013238977,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,4095,4095,4095,4095,4095,4095,4095
9450000,9.450000000,0.189640121,-0.001570174,-0.013165670,0.020709638,0.000000000,0.146827095,0.000000000,0.000000000,1,0.250000000,0.424000,0.256000,0.074820951,0.082332569,-0.005260848,0.005789009,-0.539323786,0.565661895,-0.526084808,0.578900872,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9451000,9.451000000,0.189660718,-0.001570445,-0.013163604,0.020562538,0.000000000,-0.046185301,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.187057276,0.179525874,0.013152465,-0.012622913,1.045879222,-1.072357177,1.315246472,-1.262291301,0.241831622,0.191832319,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9452000,9.452000000,0.189681426,-0.001570718,-0.013173780,0.020710022,0.000000000,-0.005062018,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.014061139,0.017866565,-0.000988674,0.001256243,-0.112106359,0.112385308,-0.098867381,0.125624286,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9453000,9.453000000,0.189702134,-0.001570991,-0.013174895,0.020710026,0.000000000,-0.000554809,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.000133202,0.003632553,0.000009366,0.000255414,-0.012302404,0.012302412,0.000936574,0.025541389,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9454000,9.454000000,0.189722843,-0.001571263,-0.013175018,0.020710026,0.000000000,-0.000060808,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001691108,0.002074645,0.000118906,0.000145874,-0.001348373,0.001348373,0.011890605,0.014587350,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9455000,9.455000000,0.189743551,-0.001571536,-0.013175031,0.020710026,0.000000000,-0.000006665,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001861859,0.001903895,0.000130912,0.000133868,-0.000147785,0.000147785,0.013091193,0.013386762,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9456000,9.456000000,0.189764259,-0.001571809,-0.013175033,0.020710026,0.000000000,-0.000000730,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001880573,0.001885180,0.000132228,0.000132552,-0.000016198,0.000016198,0.013222780,0.013255175,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9457000,9.457000000,0.189784967,-0.001572082,-0.013175033,0.020710026,0.000000000,-0.000000080,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882624,0.001883129,0.000132372,0.000132408,-0.000001775,0.000001775,0.013237202,0.013240753,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9458000,9.458000000,0.189805676,-0.001572355,-0.013175033,0.020710026,0.000000000,-0.000000009,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882849,0.001882904,0.000132388,0.000132392,-0.000000195,0.000000195,0.013238783,0.013239172,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9459000,9.459000000,0.189826384,-0.001572628,-0.013175033,0.020710026,0.000000000,-0.000000001,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882874,0.001882880,0.000132390,0.000132390,-0.000000021,0.000000021,0.013238956,0.013238999,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9460000,9.460000000,0.189847092,-0.001572901,-0.013175033,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882876,0.001882877,0.000132390,0.000132390,-0.000000002,0.000000002,0.013238975,0.013238980,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9461000,9.461000000,0.189867800,-0.001573173,-0.013175033,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9462000,9.462000000,0.189888509,-0.001573446,-0.013175033,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9463000,9.463000000,0.189909217,-0.001573719,-0.013175033,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9464000,9.464000000,0.189929925,-0.001573992,-0.013175033,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9465000,9.465000000,0.189950633,-0.001574265,-0.013175033,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9466000,9.466000000,0.189971341,-0.001574538,-0.013175033,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9467000,9.467000000,0.189992050,-0.001574810,-0.013175033,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,0.000000000,0.013238977,0.013238978,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9468000,9.468000000,0.190012758,-0.001575083,-0.013175033,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,-0.000000000,0.013238977,0.013238977,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9469000,9.469000000,0.190033466,-0.001575356,-0.013175033,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,-0.000000000,0.013238977,0.013238977,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9470000,9.470000000,0.190054174,-0.001575629,-0.013175033,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,-0.000000000,0.013238977,0.013238977,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9471000,9.471000000,0.190074883,-0.001575902,-0.013175033,0.020710026,0.000000000,-0.000000000,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,-0.000000000,0.013238977,0.013238977,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9472000,9.472000000,0.190095591,-0.001576175,-0.013175033,0.020710026,0.000000000,-0.000000000,0.002400000,0.002400000,1,0.187500000,0.224800,0.455200,0.001882877,0.001882877,0.000132390,0.000132390,-0.000000000,-0.000000000,0.013238977,0.013238977,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,4095,4095,4095,4095,4095,4095,4095
9473000,9.473000000,0.190116262,-0.001576447,-0.013053370,0.020709638,0.000000000,0.146827095,0.000000000,0.000000000,1,0.250000000,0.424000,0.256000,0.074820951,0.082332569,-0.005260848,0.005789009,-0.539323786,0.565661895,-0.526084808,0.578900872,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9474000,9.474000000,0.190136860,-0.001576715,-0.013051305,0.020562538,0.000000000,-0.046185301,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.187057276,0.179525874,0.013152465,-0.012622913,1.045879222,-1.072357177,1.315246472,-1.262291301,0.241831622,0.191832319,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9475000,9.475000000,0.190157567,-0.001576986,-0.013061481,0.020710022,0.000000000,-0.005062018,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.014061139,0.017866565,-0.000988674,0.001256243,-0.112106359,0.112385308,-0.098867381,0.125624286,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9476000,9.476000000,0.190178276,-0.001577256,-0.013062596,0.020710026,0.000000000,-0.000554809,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.000133202,0.003632553,0.000009366,0.000255414,-0.012302404,0.012302412,0.000936574,0.025541389,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9477000,9.477000000,0.190198984,-0.001577527,-0.013062718,0.020710026,0.000000000,-0.000060808,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001691108,0.002074645,0.000118906,0.000145874,-0.001348373,0.001348373,0.011890605,0.014587350,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9478000,9.478000000,0.190219692,-0.001577797,-0.013062732,0.020710026,0.000000000,-0.000006665,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001861859,0.001903895,0.000130912,0.000133868,-0.000147785,0.000147785,0.013091193,0.013386762,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9479000,9.479000000,0.190240401,-0.001578068,-0.013062733,0.020710026,0.000000000,-0.000000730,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001880573,0.001885180,0.000132228,0.000132552,-0.000016198,0.000016198,0.013222780,0.013255175,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9480000,9.480000000,0.190261109,-0.001578338,-0.013062734,0.020710026,0.000000000,-0.000000080,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882624,0.001883129,0.000132372,0.000132408,-0.000001775,0.000001775,0.013237202,0.013240753,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9481000,9.481000000,0.190281817,-0.001578609,-0.013062734,0.020710026,0.000000000,-0.000000009,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882849,0.001882904,0.000132388,0.000132392,-0.000000195,0.000000195,0.013238783,0.013239172,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
9482000,9.482000000,0.190302525,-0.001578879,-0.013062734,0.020710026,0.000000000,-0.000000001,0.000000000,0.000000000,1,0.250000000,0.340000,0.340000,0.001882874,0.001882880,0.000132390,0.000132390,-0.000000021,0.000000021,0.013238956,0.013238999,0.000000000,0.000000000,0.882598500,0.882598500,7.380960000,4095,4095,4095,4095,4095,4095,0,0,0,0,4095,4095,4095,4095,4095,4095
